3.11,-3.3739,-47.2915
3.12,-7.0230,-55.9901
3.12,-6.7495,24.8392
3.12,8.9868,48.0418
3.12,5.8493,-35.7683
3.13,-9.0140,-42.1042
3.14,9.3509,34.3926
3.16,-6.7492,36.8092
3.16,9.5204,-57.0344
3.17,6.6294,-43.1959
3.17,9.5476,51.6773
3.17,-6.8536,65.7147
3.17,-5.2391,-26.9908
3.18,-9.2916,-64.9751
3.18,5.1086,41.2345
3.19,-7.0389,9.3750
3.19,5.0910,-22.3710
3.19,-6.1690,-37.0433
3.19,4.8307,6.9613
3.21,-2.7844,30.2269
3.21,-0.3442,77.6323
3.22,-8.6438,-40.6475
3.23,-5.6448,-2.8988
3.23,-2.5223,70.5607
3.23,-7.6946,-4.6925
3.24,-3.8116,-0.8215
3.24,6.8032,-61.9414
3.25,-9.8938,-26.6824
3.25,7.4872,-43.3014
3.25,-8.9322,-25.2820
3.25,-5.0176,32.6896
3.26,3.7873,-74.2390
3.27,0.6555,30.8610
3.27,-6.6332,-24.9995
3.27,-1.0892,-15.8208
3.29,10.2289,-70.0379
3.29,5.2155,-16.2055
3.29,-8.5845,58.9661
3.30,10.5337,-61.6853
3.30,4.5666,-55.0450
3.31,-6.5768,-56.3777
3.31,6.2480,22.5068
3.32,-4.8843,-27.6704
3.32,-6.7974,-43.2392
3.32,1.1014,-46.7184
3.32,3.0863,38.8403
3.32,-11.7429,57.0326
3.32,-6.0162,-9.7736
3.33,4.2404,-62.4739
3.33,11.2373,15.4296
3.34,7.8216,-24.8598
3.35,6.7548,12.8956
3.35,8.5044,60.7182
3.35,5.4079,-2.3971
3.35,1.9066,63.6701
3.36,-4.5750,3.1148
3.37,-8.6220,-44.6896
3.38,8.7796,6.4188
3.38,-10.4218,-0.5958
3.39,-1.8191,58.2013
3.39,10.2847,-61.3323
3.39,5.5856,9.9342
3.39,-11.0733,3.3975
3.40,4.4777,15.8709
3.41,-10.1749,-41.6877
3.41,-8.7953,-52.0992
3.41,1.4728,-43.3182
3.41,4.0113,12.4903
3.41,-1.3090,10.8314
3.41,-3.2452,61.8388
3.42,-3.2507,-66.2032
3.42,-6.2257,27.7207
3.42,-7.9980,-38.3967
3.42,1.8847,29.5788
3.43,9.1828,-58.9669
3.43,10.2782,23.4173
3.43,-4.8959,-4.8826
3.45,10.2849,42.9144
3.46,7.9463,-52.9824
3.46,0.8184,57.8152
3.46,1.1432,-10.1823
3.46,-8.7416,33.3148
3.47,-10.1731,-42.4737
3.47,2.7217,3.2358
3.48,-7.2851,38.9223
3.48,10.1222,16.7627
3.49,-1.1908,-51.3169
3.49,-5.5504,-45.9685
3.49,1.7345,-15.9375
3.49,11.3080,33.0943
3.49,-8.9676,40.3906
3.49,7.0287,-27.9348
3.50,-1.1720,66.2004
3.50,6.8307,-32.5085
3.50,7.3354,21.9823
3.51,-4.0207,19.4921
3.51,-1.1666,24.6016
3.52,-5.0378,-21.1067
3.52,9.9477,-54.5678
3.52,-1.8300,6.1979
3.52,3.7208,-9.7634
3.52,-5.1653,33.3627
3.52,9.6858,9.8923
3.53,4.4769,19.1804
3.53,8.2753,9.1855
3.54,-6.3736,-15.3986
3.54,-8.1730,-3.4302
3.54,11.5500,-31.8576
3.55,-3.8546,-66.1821
3.55,-9.6766,-46.0581
3.55,5.7826,-14.8220
3.55,-5.6491,72.7328
3.55,4.2982,-33.7983
3.56,2.2752,-51.5122
3.56,0.3238,-8.8239
3.56,11.3223,-14.7785
3.56,-7.1277,-38.0175
3.57,-8.6366,-36.2614
3.57,-9.4695,30.3714
3.57,7.7408,24.3980
3.57,9.0604,47.1565
3.58,7.3015,16.5404
3.58,-3.6991,-12.5449
3.59,5.2934,-6.8444
3.59,-11.6440,-60.4011
3.59,5.7411,-22.4484
3.59,1.6332,48.6282
3.59,11.8449,1.7647
3.60,-6.4817,-60.6838
3.60,-8.3829,-28.1351
3.60,6.8798,33.9613
3.60,8.6716,-52.9219
3.60,9.5117,-40.4668
3.60,1.4004,-8.1833
3.61,-10.9621,-71.5489
3.61,-6.2378,-64.7239
3.61,10.1765,-12.3541
3.61,3.4136,9.0289
3.61,2.8331,27.2605
3.62,-0.9680,42.3260
3.62,7.7542,-37.9686
3.62,1.5247,15.3458
3.62,3.8194,24.0534
3.62,-7.0903,-42.3613
3.63,11.7601,-66.7288
3.64,-3.3742,14.5951
3.65,-5.8895,-50.0915
3.65,9.5255,63.0619
3.65,-8.2302,15.4218
3.65,4.3299,15.6276
3.65,-1.5195,-0.0200
3.66,-8.3557,-29.7778
3.66,-8.5362,29.1057
3.67,-3.0865,-58.4542
3.67,-9.9268,64.3759
3.68,-0.8426,-21.1724
3.68,-4.2102,18.5343
3.68,4.8534,5.6051
3.68,8.7265,-33.1864
3.69,1.9326,-51.6089
3.69,9.7541,-62.5079
3.69,0.6162,53.8969
3.69,-2.3318,-16.6623
3.69,5.0413,41.0758
3.69,11.7675,47.7794
3.70,-0.7139,3.2823
3.70,-6.0373,29.2479
3.70,3.3253,-21.7579
3.71,-5.8775,9.5638
3.71,-8.1531,4.4777
3.71,4.9042,2.4407
3.71,5.9401,-14.1677
3.71,7.8703,-40.5758
3.71,-4.0781,6.4068
3.72,-2.9178,43.9279
3.72,5.9921,54.2847
3.72,3.7479,24.1133
3.72,3.5488,-9.4583
3.73,-2.3087,-77.3900
3.73,-9.2292,1.8929
3.73,3.4528,9.7327
3.73,-6.1079,56.8726
3.73,-1.1231,-7.5796
3.74,-2.7535,38.0453
3.74,-7.6347,19.1531
3.74,1.8577,-10.3350
3.75,9.0692,-47.0977
3.75,-6.2018,2.7073
3.76,-1.4785,50.2825
3.76,-4.5049,51.7298
3.76,5.5604,-62.4898
3.76,6.4803,-7.0331
3.76,5.8554,-20.8791
3.76,-4.9219,-21.7415
3.77,-1.8831,25.3451
3.77,-7.1702,-59.0414
3.77,3.7532,42.5785
3.77,5.6458,-2.6001
3.77,8.4289,-66.1369
3.77,8.6771,-46.6487
3.77,2.8449,55.8955
3.77,4.3822,17.5425
3.77,-3.3394,15.9121
3.77,-2.5555,-22.4113
3.78,-9.3142,13.7283
3.78,10.8916,-58.8532
3.78,7.1458,-70.4989
3.78,9.8498,59.0387
3.78,-3.2054,-9.4958
3.78,7.4288,27.7981
3.79,11.3031,31.5308
3.79,3.1583,44.8575
3.79,10.8885,34.2149
3.80,-3.7728,46.7413
3.80,3.2013,-28.9876
3.80,-4.7150,53.3685
3.80,7.6472,-26.8038
3.80,-8.4200,10.5389
3.81,-0.3739,46.4582
3.81,-8.2876,26.2956
3.81,10.4646,-58.7394
3.81,4.5925,-30.5623
3.82,-6.3423,46.0063
3.82,9.3141,36.8026
3.82,2.0341,2.7638
3.82,11.5234,69.3311
3.82,-7.4848,1.9839
3.83,-10.0288,-42.1008
3.83,-9.2023,-79.0448
3.83,10.4348,-16.8363
3.84,-11.4589,-72.1330
3.84,-5.8743,28.7625
3.84,10.5469,9.3066
3.84,10.6217,-48.2256
3.84,3.7367,-64.8069
3.84,4.4762,15.9622
3.84,8.9175,-60.6446
3.84,3.7386,32.2882
3.84,-5.7706,-21.0588
3.84,-4.1971,70.2679
3.85,-11.3716,-48.5413
3.85,-11.4420,69.7882
3.85,-5.4132,-8.2441
3.85,-5.6050,21.7698
3.85,-8.0591,15.6616
3.85,10.2456,-42.1219
3.85,4.2334,-42.2944
3.85,5.7881,-51.0665
3.85,6.3686,-33.4364
3.86,-6.0624,37.2505
3.86,-7.4425,-78.8971
3.86,-7.7427,-63.6857
3.86,0.9459,38.4993
3.86,5.5202,-35.4705
3.86,-1.6391,-1.3873
3.86,4.6363,-14.3040
3.87,-10.0220,-44.8036
3.87,8.7671,-46.0415
3.87,-8.0519,-29.2141
3.87,3.7638,24.3677
3.87,-9.2823,-5.6582
3.87,-4.1255,1.0057
3.88,-0.8274,-45.2467
3.88,-8.8011,-48.7378
3.88,0.1568,-45.7474
3.88,1.8922,19.2939
3.88,9.8794,26.0070
3.89,-4.0616,35.0834
3.89,9.2394,2.3143
3.89,2.9405,-8.8981
3.89,6.9022,-24.1842
3.89,-11.6682,-0.6668
3.90,-10.4826,-39.4073
3.90,11.3501,-54.4910
3.90,9.6643,-1.1428
3.91,-11.5327,-50.2306
3.91,-7.6710,46.3134
3.91,-8.9147,-47.0512
3.91,4.0526,5.9893
3.91,8.4277,-3.9064
3.91,-8.4079,-14.7895
3.92,-4.6388,-17.8472
3.92,-6.9952,30.9264
3.92,-2.7363,5.2478
3.93,-5.9892,2.9316
3.93,0.4367,-43.6798
3.93,1.5209,-49.0727
3.93,11.1432,-58.9750
3.93,2.9043,52.7625
3.93,4.6053,-3.3525
3.93,7.6970,-72.6061
3.93,-7.8865,-20.6692
3.94,-3.0471,41.1671
3.94,7.6875,-9.5511
3.94,7.7301,-28.9548
3.94,8.7447,18.1543
3.94,1.1397,-55.2458
3.95,2.0573,72.4213
3.95,6.6114,-19.2559
3.96,-0.6172,-20.1006
3.96,-3.7421,47.7142
3.96,5.9858,-42.8151
3.96,9.0107,41.7829
3.96,9.1880,-62.3170
3.96,-4.6227,-44.4590
3.96,4.1444,47.7125
3.96,-4.6019,-40.6159
3.97,-1.5122,-43.4956
3.97,-11.8058,-52.3685
3.97,-3.9901,-72.9105
3.97,-8.1507,-33.6272
3.97,5.8582,39.1485
3.97,7.2805,-67.9572
3.97,8.6684,-35.3084
3.97,4.4006,-34.0168
3.97,-1.2245,23.5657
3.98,-2.4337,45.5918
3.98,3.9828,35.7910
3.99,-0.7095,-58.2357
3.99,10.4066,-74.0316
3.99,2.0001,-21.0778
3.99,6.2476,-6.2748
3.99,-10.5796,54.9880
4.00,11.3987,10.5295
4.00,9.0408,-66.3961
4.00,-7.8001,-19.4607
